Tourney,tourneyDate,Url_Pairings,Round,Winner,Loser
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Ale Piscitelli,Arman Long
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Anton Galkin,Joshua Denk
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Raphael Bagara,Ben Larson
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Cody Clark,Bloody X
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Gilberto Goracci,Luis Carranza
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Nick Navarre,Andre Echols
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,juan guzman,Adrienn Tindall
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jordan Hyde,Samuel Jobin
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Mr. Minority,Aaron Duckworth
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Andrew Joseph Bathan,Shawn Tang
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Loren Klemesrud,Trevin Hall
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,William Dannhauser,Vincenzo Marrero
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Andrew Harris,Jacob Fields
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Samuel Kruse,Solomon Norris
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Kevonne Boreland,Kevin Grondin
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Bridger Snow,Jonathan Wise
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Darrell Martin,Taylor Brown
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Ollie Liu,Harley Kirby
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Cedric Bernier,Patrick Brennan
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Dakota Moore,Zachary Justus
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Masanobu Suzuki,Kevin Tran
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,joseph ochoa,Demitrios Kaguras
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Don Jahne,Cameron Bloniarz
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Christopher Lazarus,Blake Johns
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Brady Mchenry,Joseph Freeman
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Robert Williams,Michael Watson
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Trista Medine,Andrew Ding
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Alex Sanchez,Adam Kabrick
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Grant Weldon,Tyler Jager
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Nathaniel Munroe,Alvin Mo
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Sam Long,Saaud Zuberi
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Anish Kulkarni,Bryan Adams
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Marissa Lawrence,Joey Tan
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Yotam Cohen,David Sullivan
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Samantha Platt,Tristan Tancio
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Michael Cooney,Trace Jochems
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Mason Ashby,Kolten Pope
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Adrianna Gascoigne,Mika Corder
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Peter Chen,Griffin Johnson
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Enrique Grimaldo,Dominick Osler
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Gavin Michaels,juan vargas
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Brian Spicer,Joshua Miller
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Preston Gadling,Rene Fuentes
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,John Torres,Jesse Lantz
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Matin Moradi,Alan Silva
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Joseph Pulkowski,Tiffany Stanley
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Alex Lopez,Daniel Jacob
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Evan Shioyama,Zachary Masters
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Scott Iwafuchi,Derrick Burkhardt
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Kyle Wilkinson,Earl Tillis
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Ashish Tripathi,Nicholas McAdoo
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Alex Whitehead,Jacob Locsin
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Zhen Han,Karan Samtani
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Dante Hoge,Richard Ashby
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Donald Smith,Josh Krieger
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,JERRED SHIFFLETT,Jake Watkins
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Bryan Kim,Ben Emerzian
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Qi Wei,Ian McLaughlin
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Alex Landry,Johnathon Mendoza
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Kat Wible,Ramon Baluyut
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Prateek Singh,Nic Barnett
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Taylor Settsu,Ariana Brisco Schofield
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Enzo Reci,Jack Artho
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Phillip Wingett,Jake White
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Luhou Shen,Amelia Moore
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Aaron Asher,Ian Buchanan
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Bobby Free,Daniel Cox
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Chuppa Cross,Devin Bales
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Matt Walker,Elliott Boyman
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Kevin Kim,Madeline Virtue
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Bekah Snyder,Joseph Ugarte
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Kevin Gillispie,Aaron Wegter
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jorge Nunez,Lucas Pritz
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Emily Olynick,Joel Campos
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jaxon Quillen,Noah Cumpston
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Ellie Homen,Nathan Warren
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Nathan Ortiz,Logan Hirsch
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Michael D'Angelo,Brody Bard
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Kenneth Waines,Jesse Wong
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,James Grigsby,Austin Outhaythip
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jackson Reding,Gryphon Myers
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Seth Anthony,Nate Buck
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Ritik Singh,David Rosemon
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,James Ross,Lev Willey
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Robert Sassi,Chris Wolfe
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Brandon Barrette,Joe Whitlam
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Andy Ng,Michael Dosunmu
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Stephanie Fulwiler,Justin Wan
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Grant Laird,Ian Mortensen
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jonas Kra-Caskey,Angel Torres
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Thomas Hayden,Felix De La Riva
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Raghav Malaviya,Nathan Strauslin
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Luis Medina,Devan Woodrow
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Tyler Alexander,Grace Tate
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Alexander Padgett,Matt Wajsblat
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Scott Thomas,Nikko Ruelos
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Marcos Perez,Garret Feng
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Tony Lin,Jacob Barnes
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Neil Patel,Shawn Fukumoto
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Garrett Grigsby,Jhelab Bell
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Michael Zhang,Jake Wilkinson
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Zackary Thornberg,Braden Luna
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jeremy Boyd,Tony Sprague
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Randy Kwa,Tom Hull
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Darsh Patel,Thomas Luvan
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Grace Yin,Derek Kastelic
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Cory Mitchell,Max Kapp
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Kian Campbell,Jacob Tang
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Douglas Haynie,Keely Lindsay
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Hayley Aldworth,Esgar Pulido
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Ruizhe Zhang,Ember Osgood
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Keegan Bosch,Joe Grossman
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Chase Lybbert,Matthew Bananto
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jose Flores,Benjamin Rinehart
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Nicholas Boone,Willie Orta
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Sean Pinto,Noah Bales
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Garrett Wienert,Cody Searle
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Aaron Brok,Aaron Chiang
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,David Adkinson,Jack Higgins
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Travis Robinson,Thomas Funk
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Erick León,Austin Anderson
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Aidan Grieve,Martin Zaborac
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Navjit Joshi,John Mills
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Damian Tweedy,Ryan Rimando
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Layn Sheppard,Zachary Cox
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jon Hu,kyle andrew
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,James Baek,Kyle Respicio
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Mitchell Dixon,Henry Reyes
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Alex Qian,Zac Emerzian
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Remy Thompson,Andrew Durand
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Ryan Tan,Lyndon Mora
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Giovanni Costa,felipe molino
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Miguel Garcia,Dane Lucas
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Thomas Dick,Josh Scaralia
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Yichun Wu,Matt Nendel
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Shaun Embrey,Ramon Anderson
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Pink Montes,Larry Lima
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jose Vazquez,Maxwell Lanctot
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Stefan Mott,Denis Kolesnikov
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Avery Davenport,Johnny Nguyen
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Blake Zahari,John Clark
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Angel Segovia,Luke Putz
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Joseph Thomas,Satvik Mishra
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Shane Gaffney,Carson Jones
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jason Kissinger,Nicholas Rubingh
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Declan Rowett,Cydney Nailon
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Daniel Wyman,Jordan Ramey
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Allan Martinez,Aaron Traylor
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,James Britt,Rene Mendez
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Matthew Cecil,Joel Nino
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Yicun Liang,James Kennedy
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jake Magier,Marco Montenegro
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Emmanuel Boctor,Matthew Weger
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Bambi M,Lindsey Berlin
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Brandon Tuchtenhagen,Caelan Brown
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Zamir Parvez,Steven Jiries
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Su Gi Chandran,Marco Antonio Rodriguez Garcia
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Everett Filloon,Matthew Zollinger
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jourdan Bul-lalayao,Saxton Stewart
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Samuel Haarsma,Mario Garduno
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Nic Gauer,Ryan Gillispie
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Kevin Finney,Michael Durand
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Millie Warren,Alex Elert
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Yuling Liu,Sophie Woolford-Jochems
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Ofomezie Emelle,Britney Almazan
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Alberto Lara,Caleb Ryor
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Ryan Bailey,Jacob Haars
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Nate Sager,Michael Norrbom
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Chad Smeltz,Cole Christensen
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Gary Qian,Maguire Adams
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Chase Rumpca,Tyler Deacy
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Lorenzo Arce,Michael cento
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Paul Abarca,Lee Ortiz
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Hao Dai,Andrés Fernández
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jianzheng Huang,Raymond Dickens
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Edward Heustess,Miguel Baluyut
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Spencer Reid-Rice,Amadeus Mama-Yari
Portland Pokémon VGC Regional Championship,"May 6, 2023",https://rk9.gg/pairings/xz2deBnaAtiQYiWRioh8,1,Jonathan Zuniga,Cedric Jones
