Tourney,tourneyDate,Url_Pairings,Round,Winner,Loser
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,James Hachtel,Robert Bennett
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Christopher Hinojosa,Mario Tostado
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Aleph Bourassa,Hongyi Shen
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Brendan Przywara,Jordan Rosswurm
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Keeno Keys,Logan Walls
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,David Mancuso,Elmo Harris
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Brandon Miller,David Markin
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Tristan Jones,Braylon Rieman
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Tyler Kennison,Bryce Bryner
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Colby Amweg,Benjamin Brickeen
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Jacob Deutsch,Jill Reffeitt
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Justin Gonzalez,Brandon Bennett
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Graham Currier-Moritsugu,Austin Moore
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Kevin Jones,Zackary Horvath
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Biagi Calicchia,Greg Johnson
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Edward Plascencia,Lauren Fisher
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,mackenzie kyle,Samuel Brown
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Garret Martin,Caleb Teed
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Sean Harrison,Hannah LaFramboise
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Monica Bird,Raheem Brazil
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,John Miller,James Wright
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Tyler Miller,David Ray Miranda
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Aqueel Beyah,Joseph McCullough
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Christopher McMurchy,Jaleel Ali
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Annie Furtner,Tennyson Gao
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Sean Baughey,Kollin Poindexter
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Carter Holmes,Carl Aguirre
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Phillip Caudle,Aaron Friess
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Jay Kistler,Tom Savady
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Tyler Seegert,Gregory Maxwell
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Matthew Cecil,Owen Young
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Kyle Morris,Logan Miller
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Hayley Patterson,Brandon Dubois
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Dillon Kleinvehn,William Frederick
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Raul Valverde,Kieran Shaw
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Austin Thomas,Hunter Braum
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Prateek Singh,Cameron Potter
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Matthew Starzyk,Ryne Morgan
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Peyton Fearing,Brayden Gibson
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,4,Kimberly Davies,jessica deaton
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Thomas McCready,Justin Knox
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Yiwen Song,Ian Lee
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Alberto Lara,Thaison Hughes
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Aaron Clemons,James Elugbemi
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Nick Navarre,Chukwuka Onua
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Zee Costagliola,Chance Alexander
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Steven Brown,Jimi Hackney
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Galo Orbea,Andrew Cavanah
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Paul Chua,Tristan Fearing
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Wolfe Glick,Alex Collins
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,James Evans,Michael Arand
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Austin Tracey,Dale Miller
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Joseph Ugarte,James Roberts
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Jeudy Azzarelli,Keith Rycek
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Justin Tang,Steven Burton
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Nick Sefranek,Keegan Beljanski
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Benjamin Jones,Chris Wiseman
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Visishtah Vasudevan,Brent Caughey
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Chris Yingling,Zaq Ziemba
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,austin thacker,Matthew Schueller
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Chirayu Gupta,Trey Thomas
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,John Maffeo,Jonathan DeKoekkoek
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,William Roscher,Michael Eagon
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Jesse Romolo,Kyle Gurzell
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Britain Stibora,Benjamin Lane
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Dylan Salvanera,Benji Carney
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Jordan Wiles,Austin Anderson
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,kody phelps,Alexander Pilgrim
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Charley Needham,Sebastian Guerrero
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Giovanni Aranibar,Jeremy Boyd
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Sean Worcester,Kamaal Harris
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Jaret Sypert,Alex Sawczyn
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Maurice Easterly,Ted Rankin
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Nicholas Johnson,Ryan Brewer
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Brandon Wright,Michael White
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Luis Zayas,Matt Franson
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Jon Hu,Carson Confer
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Matthew Garrett,Alexander Williams
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Ashton Cox,Tyler Coleman
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Justin Morris,Garrett Wilson
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Olivia Moledzki,Stefan Mott
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Aditya Subramanian,Aaron Gilliam
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Brenden King,Colby Harrison
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Daniel Sprague,Patrick Dillon
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Michael Dewitt,Foster Hayes
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Luke Bowar,Collin Heier
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Zack Taylor,Jackson Stringer
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Kyle Houston,Nathan Potter
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Vijay Sood,Aubrey Laskowski
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Duncan Bryk,Ellie Homen
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Jimmy Friedle,Robert Cichon
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Luka Trejgut,Alexzander Page
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Michael Rogers,christopher ferguson
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Jeremy Parson,Ritik Singh
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Alyson Yu,Huston Rhodes
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Ben Larson,Kevin Crose
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Kyle Timbrook,Aaron Perez
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Jonathan Marcaly,Tre Hendrickson
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Markus Tanksley,Nathaniel Innocenti
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Marco Martinez,Theo Tran
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Colin Legge,Brandon Levy
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Saaud Zuberi,Tyler Sadowski
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Ryan Loseto,Jonathan McMillan
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Skyler Burda,Anthony Lugenbeal
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Fiona Szymkiewicz,Nicholas Borghi
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Matthew Diaz,Bobby Rochelle
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Daisy Pupel,Garrett Rose
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Andrew Burke,Daniel Strelka
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Craig Campbell,Matthew Gallat
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Nathaniel Sitler,Jacob Rigby
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Lev Willey,Kurt Imhoff
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,GRAEME BLAKELY,Joseph Thomas
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Andrew Walter,CJ Moritz
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Kevin Swastek,Thomas Vehlewald
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Matthew Woodruff,Giorgio Falconi Lucano
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Aaron Traylor,Cameron Shearer
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Collin Beer,Mitch Gavars
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Patrick Donegan,Joe Sakowski
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Mason Cutler,Kyle Livinghouse
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Zach Holowiak,William Hopper
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Levi Schriber,Johnathan Neville
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,John Galvin,Tracy Key
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Andrew Johnson,Andrei Nylund
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Marcos Perez,Morgan Cox
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,David Harupa,Bailey Telgenhoff
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Griffin Johnson,Anthony Londergan
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Chalkey Horenstein,DQuon Smith
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Eddie Scalzi,Connor Stevens
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Dominique Johnson,Luke Peters
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Nick Willems,Dakota Stevens
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Brady Fisher,Nathan Moon
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Dustin Floyd,Reid Goodrich
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Douglas Haynie,Adam Gardner
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Eric Payne,Benjamin Wagner
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Logan Hensley,Aaron Pawloski
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Nate Eavers,Jules Patalita
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Jacob Otcasek,Brian Horvath
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Hanna Coder,Alexander Schuh
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Jonny Davidson,Ana Hoffman
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Michael Holloway,Chris Langley
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Connor McBride,Kyle Howland
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Stephen Morioka,Adam Dejka
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Tristan Jones,Liam Melody
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Jonathan Frommeyer,Dean Smith
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Enrique Grimaldo,Zak Hamer
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Waleed helmy,Millie Warren
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Shane Conley,William Calhoun
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Andrew Zischerk,Rachel Osburn
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Alison McDonald,Brodie Nishwitz
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,John Scott,Kami Rohl
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Gwenn Cox,Alex Charlick
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Meg Walls,Christopher Hinojosa
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Christopher Burgess,Michael Cripe
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Paul Simmons,hector trevino
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Phillip Ulrich,Jon Aloff
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,James Hachtel,Trevor Mitts
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Mark Wolfram,Nathan Hartford
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Bailey Curtis,Hunter Ellis
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Cade Martin,David Murphy
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Miguel Garcia,Aaron Jaffe
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Tony Martinez,Jan Samson
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Alexander Panagakos,Ethan Temple
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,David Mancuso,Mario Konja
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Nicola Costello,Daniel Cox
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Grant Harrington,Ariel Rikkers
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Angelo Ferri,Garret Pavlacka
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Roland Barbaza,Chase Thompson
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,David Early,Derrick Elmore
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Tommy Gutekunst,Jeffery Short
Fort Wayne Pokémon VGC Regional Championship,"April 1, 2023",https://rk9.gg/pairings/FW22ZFxaHumKzmfUItVF,5,Joseph Branick,Brian Pattison
